timestamp,customer_no,location,last_aisle
2019-09-02 07:18:00,10006,drinks,spices
2019-09-02 07:18:00,10025,spices,drinks
2019-09-02 07:18:00,10029,checkout,
2019-09-02 07:18:00,10030,drinks,fruit
2019-09-02 07:18:00,10031,checkout,
2019-09-02 07:18:00,10034,drinks,spices
2019-09-02 07:18:00,10035,dairy,drinks
2019-09-02 07:19:00,10025,drinks,checkout
2019-09-02 07:19:00,10027,dairy,checkout
2019-09-02 07:19:00,10028,checkout,
2019-09-02 07:19:00,10030,fruit,dairy
2019-09-02 07:19:00,10035,drinks,checkout
2019-09-02 07:20:00,10019,checkout,
2019-09-02 07:20:00,10024,checkout,
2019-09-02 07:20:00,10026,dairy,checkout
2019-09-02 07:20:00,10030,dairy,fruit
2019-09-02 07:20:00,10032,checkout,
2019-09-02 07:20:00,10033,dairy,spices
2019-09-02 07:20:00,10036,dairy,checkout
2019-09-02 07:21:00,10030,fruit,checkout
2019-09-02 07:21:00,10036,checkout,
2019-09-02 07:22:00,10017,checkout,
2019-09-02 07:22:00,10025,checkout,
2019-09-02 07:22:00,10033,spices,dairy
2019-09-02 07:22:00,10035,checkout,
2019-09-02 07:22:00,10037,fruit,checkout
2019-09-02 07:22:00,10038,fruit,dairy
2019-09-02 07:23:00,10030,checkout,
2019-09-02 07:23:00,10033,dairy,drinks
2019-09-02 07:24:00,10026,checkout,
2019-09-02 07:24:00,10033,drinks,spices
2019-09-02 07:25:00,10006,spices,dairy
2019-09-02 07:25:00,10034,spices,fruit
2019-09-02 07:26:00,10006,dairy,spices
2019-09-02 07:26:00,10033,spices,drinks
2019-09-02 07:26:00,10034,fruit,checkout
2019-09-02 07:26:00,10037,checkout,
2019-09-02 07:26:00,10038,dairy,checkout
2019-09-02 07:26:00,10039,dairy,checkout
2019-09-02 07:26:00,10040,dairy,spices
2019-09-02 07:26:00,10041,drinks,dairy
2019-09-02 07:26:00,10042,dairy,spices
2019-09-02 07:26:00,10043,fruit,dairy
2019-09-02 07:26:00,10044,fruit,checkout
2019-09-02 07:26:00,10045,spices,dairy
2019-09-02 07:26:00,10046,fruit,checkout
2019-09-02 07:27:00,10006,spices,checkout
2019-09-02 07:27:00,10033,drinks,checkout
2019-09-02 07:27:00,10034,checkout,
2019-09-02 07:27:00,10039,checkout,
2019-09-02 07:27:00,10041,dairy,spices
2019-09-02 07:27:00,10044,checkout,
2019-09-02 07:27:00,10045,dairy,fruit
2019-09-02 07:27:00,10046,checkout,
2019-09-02 07:27:00,10047,drinks,fruit
2019-09-02 07:27:00,10048,drinks,checkout
2019-09-02 07:27:00,10049,spices,checkout
2019-09-02 07:28:00,10041,spices,drinks
2019-09-02 07:28:00,10043,dairy,fruit
2019-09-02 07:28:00,10047,fruit,dairy
2019-09-02 07:28:00,10048,checkout,
2019-09-02 07:28:00,10049,checkout,
2019-09-02 07:28:00,10050,fruit,drinks
2019-09-02 07:28:00,10051,fruit,dairy
2019-09-02 07:29:00,10006,checkout,
2019-09-02 07:29:00,10038,checkout,
2019-09-02 07:29:00,10040,spices,checkout
2019-09-02 07:29:00,10050,drinks,spices
2019-09-02 07:29:00,10052,drinks,spices
2019-09-02 07:29:00,10053,fruit,checkout
2019-09-02 07:30:00,10040,checkout,
2019-09-02 07:30:00,10041,drinks,checkout
2019-09-02 07:30:00,10042,spices,fruit
2019-09-02 07:30:00,10045,fruit,drinks
2019-09-02 07:30:00,10054,spices,dairy
2019-09-02 07:30:00,10055,spices,dairy
2019-09-02 07:30:00,10056,fruit,dairy
2019-09-02 07:30:00,10057,fruit,checkout
2019-09-02 07:30:00,10058,drinks,checkout
2019-09-02 07:30:00,10059,dairy,drinks
2019-09-02 07:31:00,10045,drinks,fruit
2019-09-02 07:31:00,10050,spices,checkout
2019-09-02 07:31:00,10051,dairy,checkout
2019-09-02 07:31:00,10052,spices,fruit
2019-09-02 07:31:00,10054,dairy,checkout
2019-09-02 07:31:00,10057,checkout,
2019-09-02 07:32:00,10042,fruit,dairy
2019-09-02 07:32:00,10047,dairy,checkout
2019-09-02 07:32:00,10050,checkout,
2019-09-02 07:32:00,10053,checkout,
2019-09-02 07:32:00,10055,dairy,checkout
2019-09-02 07:32:00,10058,checkout,
2019-09-02 07:33:00,10027,checkout,
2019-09-02 07:33:00,10033,checkout,
2019-09-02 07:33:00,10041,checkout,
2019-09-02 07:33:00,10042,dairy,checkout
2019-09-02 07:33:00,10051,checkout,
2019-09-02 07:33:00,10052,fruit,drinks
2019-09-02 07:33:00,10056,dairy,spices
2019-09-02 07:33:00,10060,fruit,drinks
2019-09-02 07:33:00,10061,spices,drinks
2019-09-02 07:33:00,10062,spices,drinks
2019-09-02 07:34:00,10045,fruit,dairy
2019-09-02 07:34:00,10056,spices,drinks
2019-09-02 07:34:00,10061,drinks,checkout
2019-09-02 07:35:00,10055,checkout,
2019-09-02 07:35:00,10056,drinks,checkout
2019-09-02 07:35:00,10059,drinks,fruit
2019-09-02 07:35:00,10060,drinks,checkout
2019-09-02 07:35:00,10062,drinks,checkout
2019-09-02 07:36:00,10045,dairy,checkout
2019-09-02 07:36:00,10047,checkout,
2019-09-02 07:36:00,10052,drinks,fruit
2019-09-02 07:36:00,10060,checkout,
2019-09-02 07:37:00,10052,fruit,checkout
2019-09-02 07:37:00,10054,checkout,
2019-09-02 07:38:00,10059,fruit,checkout
2019-09-02 07:38:00,10062,checkout,
2019-09-02 07:39:00,10043,fruit,dairy
2019-09-02 07:39:00,10052,checkout,
2019-09-02 07:39:00,10059,checkout,
2019-09-02 07:39:00,10063,spices,drinks
2019-09-02 07:40:00,10056,checkout,
2019-09-02 07:40:00,10063,drinks,fruit
2019-09-02 07:40:00,10064,drinks,fruit
2019-09-02 07:40:00,10065,drinks,dairy
2019-09-02 07:40:00,10066,spices,drinks
2019-09-02 07:41:00,10043,dairy,checkout
2019-09-02 07:41:00,10061,checkout,
2019-09-02 07:41:00,10063,fruit,dairy
2019-09-02 07:42:00,10064,fruit,drinks
2019-09-02 07:42:00,10067,dairy,spices
2019-09-02 07:42:00,10068,spices,drinks
2019-09-02 07:42:00,10069,fruit,checkout
2019-09-02 07:42:00,10070,spices,drinks
2019-09-02 07:43:00,10043,checkout,
2019-09-02 07:43:00,10063,dairy,fruit
2019-09-02 07:43:00,10064,drinks,checkout
2019-09-02 07:43:00,10066,drinks,spices
2019-09-02 07:43:00,10069,checkout,
2019-09-02 07:43:00,10071,dairy,fruit
2019-09-02 07:43:00,10072,spices,drinks
2019-09-02 07:43:00,10073,dairy,checkout
2019-09-02 07:43:00,10074,spices,fruit
2019-09-02 07:43:00,10075,spices,dairy
2019-09-02 07:44:00,10042,checkout,
2019-09-02 07:44:00,10063,fruit,drinks
2019-09-02 07:44:00,10067,spices,drinks
2019-09-02 07:44:00,10070,drinks,checkout
2019-09-02 07:44:00,10071,fruit,checkout
2019-09-02 07:44:00,10073,checkout,
2019-09-02 07:44:00,10075,dairy,drinks
2019-09-02 07:44:00,10076,drinks,dairy
2019-09-02 07:44:00,10077,fruit,checkout
2019-09-02 07:44:00,10078,spices,dairy
2019-09-02 07:44:00,10079,dairy,drinks
2019-09-02 07:45:00,10064,checkout,
2019-09-02 07:45:00,10066,spices,checkout
2019-09-02 07:45:00,10068,drinks,fruit
2019-09-02 07:45:00,10072,drinks,checkout
2019-09-02 07:45:00,10074,fruit,checkout
2019-09-02 07:45:00,10075,drinks,spices
2019-09-02 07:45:00,10078,dairy,checkout
2019-09-02 07:46:00,10063,drinks,checkout
2019-09-02 07:46:00,10065,dairy,checkout
2019-09-02 07:46:00,10067,drinks,checkout
2019-09-02 07:46:00,10074,checkout,
2019-09-02 07:47:00,10065,checkout,
2019-09-02 07:47:00,10066,checkout,
2019-09-02 07:47:00,10070,checkout,
2019-09-02 07:47:00,10075,spices,drinks
2019-09-02 07:47:00,10080,dairy,drinks
2019-09-02 07:47:00,10081,drinks,fruit
2019-09-02 07:47:00,10082,drinks,checkout
2019-09-02 07:47:00,10083,fruit,dairy
2019-09-02 07:48:00,10063,checkout,
2019-09-02 07:48:00,10067,checkout,
2019-09-02 07:48:00,10068,fruit,spices
2019-09-02 07:48:00,10075,drinks,checkout
2019-09-02 07:48:00,10078,checkout,
2019-09-02 07:48:00,10080,drinks,spices
2019-09-02 07:48:00,10081,fruit,checkout
2019-09-02 07:48:00,10083,dairy,checkout
2019-09-02 07:48:00,10084,fruit,drinks
2019-09-02 07:48:00,10085,drinks,spices
2019-09-02 07:49:00,10076,dairy,drinks
2019-09-02 07:49:00,10081,checkout,
2019-09-02 07:49:00,10083,checkout,
2019-09-02 07:49:00,10085,spices,checkout
2019-09-02 07:49:00,10086,spices,drinks
2019-09-02 07:49:00,10087,drinks,checkout
2019-09-02 07:49:00,10088,dairy,checkout
2019-09-02 07:49:00,10089,drinks,checkout
2019-09-02 07:49:00,10090,spices,checkout
2019-09-02 07:50:00,10068,spices,checkout
2019-09-02 07:50:00,10075,checkout,
2019-09-02 07:50:00,10076,drinks,checkout
2019-09-02 07:50:00,10084,drinks,spices
2019-09-02 07:50:00,10085,checkout,
2019-09-02 07:50:00,10086,drinks,spices
2019-09-02 07:50:00,10087,checkout,
2019-09-02 07:50:00,10089,checkout,
2019-09-02 07:50:00,10090,checkout,
2019-09-02 07:51:00,10071,checkout,
2019-09-02 07:51:00,10076,checkout,
2019-09-02 07:51:00,10086,spices,fruit
2019-09-02 07:52:00,10068,checkout,
2019-09-02 07:52:00,10072,checkout,
2019-09-02 07:52:00,10077,checkout,
2019-09-02 07:52:00,10082,checkout,
2019-09-02 07:52:00,10091,fruit,dairy
2019-09-02 07:52:00,10092,dairy,checkout
2019-09-02 07:52:00,10093,dairy,checkout
2019-09-02 07:52:00,10094,drinks,dairy
2019-09-02 07:53:00,10079,drinks,checkout
2019-09-02 07:53:00,10080,spices,dairy
2019-09-02 07:53:00,10086,fruit,dairy
2019-09-02 07:53:00,10093,checkout,
2019-09-02 07:53:00,10094,dairy,checkout
2019-09-02 07:53:00,10095,drinks,fruit
2019-09-02 07:53:00,10096,dairy,checkout
2019-09-02 07:54:00,10079,checkout,
2019-09-02 07:54:00,10080,dairy,fruit
2019-09-02 07:54:00,10084,spices,dairy
2019-09-02 07:54:00,10094,checkout,
2019-09-02 07:54:00,10096,checkout,
2019-09-02 07:54:00,10097,fruit,checkout
2019-09-02 07:55:00,10045,checkout,
2019-09-02 07:55:00,10084,dairy,drinks
2019-09-02 07:55:00,10086,dairy,fruit
2019-09-02 07:56:00,10091,dairy,checkout
2019-09-02 07:56:00,10098,dairy,drinks
2019-09-02 07:56:00,10099,dairy,drinks
2019-09-02 07:56:00,10100,drinks,checkout
2019-09-02 07:56:00,10101,fruit,checkout
2019-09-02 07:56:00,10102,dairy,checkout
2019-09-02 07:57:00,10086,fruit,spices
2019-09-02 07:57:00,10088,checkout,
2019-09-02 07:57:00,10092,checkout,
2019-09-02 07:57:00,10095,fruit,spices
2019-09-02 07:57:00,10098,drinks,fruit
2019-09-02 07:58:00,10098,fruit,drinks
2019-09-02 07:58:00,10099,drinks,spices
2019-09-02 07:59:00,10080,fruit,checkout
2019-09-02 07:59:00,10091,checkout,
2019-09-02 07:59:00,10098,drinks,checkout
2019-09-02 08:00:00,10098,checkout,
2019-09-02 08:00:00,10099,spices,drinks
2019-09-02 08:00:00,10101,checkout,
2019-09-02 08:01:00,10084,drinks,checkout
2019-09-02 08:01:00,10086,spices,dairy
2019-09-02 08:01:00,10097,checkout,
2019-09-02 08:01:00,10099,drinks,checkout
2019-09-02 08:01:00,10102,checkout,
2019-09-02 08:02:00,10080,checkout,
2019-09-02 08:02:00,10084,checkout,
2019-09-02 08:02:00,10095,spices,dairy
2019-09-02 08:02:00,10103,dairy,drinks
2019-09-02 08:02:00,10104,fruit,spices
2019-09-02 08:02:00,10105,fruit,checkout
2019-09-02 08:03:00,10095,dairy,checkout
2019-09-02 08:03:00,10099,checkout,
2019-09-02 08:03:00,10100,checkout,
2019-09-02 08:03:00,10105,checkout,
2019-09-02 08:03:00,10106,drinks,spices
2019-09-02 08:03:00,10107,dairy,spices
2019-09-02 08:03:00,10108,fruit,dairy
2019-09-02 08:04:00,10103,drinks,spices
2019-09-02 08:04:00,10106,spices,checkout
2019-09-02 08:05:00,10086,dairy,drinks
2019-09-02 08:05:00,10103,spices,drinks
2019-09-02 08:05:00,10109,dairy,spices
2019-09-02 08:05:00,10110,spices,dairy
2019-09-02 08:06:00,10086,drinks,fruit
2019-09-02 08:06:00,10103,drinks,checkout
2019-09-02 08:06:00,10106,checkout,
2019-09-02 08:06:00,10108,dairy,checkout
2019-09-02 08:06:00,10111,fruit,dairy
2019-09-02 08:06:00,10112,fruit,dairy
2019-09-02 08:06:00,10113,dairy,drinks
2019-09-02 08:06:00,10114,drinks,checkout
2019-09-02 08:07:00,10086,fruit,drinks
2019-09-02 08:07:00,10108,checkout,
2019-09-02 08:07:00,10112,dairy,checkout
2019-09-02 08:07:00,10114,checkout,
2019-09-02 08:07:00,10115,fruit,checkout
2019-09-02 08:07:00,10116,drinks,checkout
2019-09-02 08:08:00,10103,checkout,
2019-09-02 08:08:00,10104,spices,drinks
2019-09-02 08:08:00,10110,dairy,checkout
2019-09-02 08:08:00,10113,drinks,fruit
2019-09-02 08:08:00,10116,checkout,
2019-09-02 08:09:00,10086,drinks,checkout
2019-09-02 08:09:00,10104,drinks,spices
2019-09-02 08:09:00,10113,fruit,checkout
2019-09-02 08:10:00,10117,dairy,spices
2019-09-02 08:10:00,10118,fruit,checkout
2019-09-02 08:10:00,10119,drinks,checkout
2019-09-02 08:11:00,10104,spices,dairy
2019-09-02 08:11:00,10110,checkout,
2019-09-02 08:11:00,10113,checkout,
2019-09-02 08:11:00,10119,checkout,
2019-09-02 08:11:00,10120,spices,dairy
2019-09-02 08:11:00,10121,dairy,checkout
2019-09-02 08:11:00,10122,dairy,drinks
2019-09-02 08:12:00,10086,checkout,
2019-09-02 08:12:00,10104,dairy,fruit
2019-09-02 08:12:00,10117,spices,drinks
2019-09-02 08:12:00,10118,checkout,
2019-09-02 08:13:00,10111,dairy,checkout
2019-09-02 08:13:00,10112,checkout,
2019-09-02 08:13:00,10123,drinks,dairy
2019-09-02 08:14:00,10115,checkout,
2019-09-02 08:14:00,10120,dairy,checkout
2019-09-02 08:14:00,10124,fruit,checkout
2019-09-02 08:14:00,10125,fruit,checkout
2019-09-02 08:14:00,10126,fruit,checkout
2019-09-02 08:15:00,10104,fruit,checkout
2019-09-02 08:15:00,10111,checkout,
2019-09-02 08:15:00,10120,checkout,
2019-09-02 08:16:00,10117,drinks,checkout
2019-09-02 08:16:00,10121,checkout,
2019-09-02 08:16:00,10122,drinks,checkout
2019-09-02 08:16:00,10124,checkout,
2019-09-02 08:16:00,10125,checkout,
2019-09-02 08:16:00,10127,spices,fruit
2019-09-02 08:16:00,10128,fruit,checkout
2019-09-02 08:16:00,10129,spices,checkout
2019-09-02 08:16:00,10130,drinks,checkout
2019-09-02 08:17:00,10117,checkout,
2019-09-02 08:17:00,10122,checkout,
2019-09-02 08:17:00,10123,dairy,checkout
2019-09-02 08:17:00,10127,fruit,spices
2019-09-02 08:17:00,10129,checkout,
2019-09-02 08:18:00,10107,spices,checkout
2019-09-02 08:18:00,10123,checkout,
2019-09-02 08:18:00,10127,spices,checkout
2019-09-02 08:18:00,10130,checkout,
2019-09-02 08:19:00,10107,checkout,
2019-09-02 08:19:00,10127,checkout,
2019-09-02 08:20:00,10131,dairy,checkout
2019-09-02 08:21:00,10126,checkout,
2019-09-02 08:21:00,10131,checkout,
2019-09-02 08:21:00,10132,fruit,checkout
2019-09-02 08:22:00,10095,checkout,
2019-09-02 08:22:00,10128,checkout,
2019-09-02 08:22:00,10133,dairy,drinks
2019-09-02 08:22:00,10134,drinks,checkout
2019-09-02 08:22:00,10135,dairy,checkout
2019-09-02 08:22:00,10136,dairy,drinks
2019-09-02 08:22:00,10137,fruit,checkout
2019-09-02 08:22:00,10138,fruit,dairy
2019-09-02 08:22:00,10139,dairy,checkout
2019-09-02 08:22:00,10140,fruit,checkout
2019-09-02 08:23:00,10132,checkout,
2019-09-02 08:23:00,10138,dairy,spices
2019-09-02 08:23:00,10141,fruit,checkout
2019-09-02 08:23:00,10142,dairy,drinks
2019-09-02 08:23:00,10143,dairy,drinks
2019-09-02 08:24:00,10104,checkout,
2019-09-02 08:24:00,10138,spices,drinks
2019-09-02 08:25:00,10133,drinks,spices
2019-09-02 08:25:00,10138,drinks,checkout
2019-09-02 08:25:00,10139,checkout,
2019-09-02 08:25:00,10140,checkout,
2019-09-02 08:25:00,10141,checkout,
2019-09-02 08:26:00,10134,checkout,
2019-09-02 08:26:00,10135,checkout,
2019-09-02 08:26:00,10136,drinks,fruit
2019-09-02 08:26:00,10137,checkout,
2019-09-02 08:26:00,10143,drinks,checkout
2019-09-02 08:26:00,10144,drinks,spices
2019-09-02 08:26:00,10145,drinks,checkout
2019-09-02 08:26:00,10146,dairy,spices
2019-09-02 08:27:00,10136,fruit,checkout
2019-09-02 08:27:00,10143,checkout,
2019-09-02 08:27:00,10145,checkout,
2019-09-02 08:28:00,10136,checkout,
2019-09-02 08:28:00,10142,drinks,checkout
2019-09-02 08:28:00,10146,spices,drinks
2019-09-02 08:28:00,10147,dairy,fruit
2019-09-02 08:28:00,10148,spices,checkout
2019-09-02 08:28:00,10149,spices,fruit
2019-09-02 08:29:00,10138,checkout,
2019-09-02 08:29:00,10146,drinks,spices
2019-09-02 08:29:00,10149,fruit,checkout
2019-09-02 08:29:00,10150,dairy,drinks
2019-09-02 08:29:00,10151,dairy,fruit
2019-09-02 08:30:00,10142,checkout,
2019-09-02 08:30:00,10147,fruit,spices
2019-09-02 08:30:00,10148,checkout,
2019-09-02 08:31:00,10144,spices,drinks
2019-09-02 08:31:00,10146,spices,checkout
2019-09-02 08:31:00,10147,spices,fruit
2019-09-02 08:31:00,10152,fruit,checkout
2019-09-02 08:31:00,10153,dairy,checkout
2019-09-02 08:31:00,10154,dairy,spices
2019-09-02 08:31:00,10155,drinks,checkout
2019-09-02 08:32:00,10147,fruit,drinks
2019-09-02 08:32:00,10149,checkout,
2019-09-02 08:32:00,10155,checkout,
2019-09-02 08:32:00,10156,fruit,checkout
2019-09-02 08:32:00,10157,spices,dairy
2019-09-02 08:33:00,10109,spices,drinks
2019-09-02 08:33:00,10133,spices,dairy
2019-09-02 08:33:00,10146,checkout,
2019-09-02 08:33:00,10152,checkout,
2019-09-02 08:33:00,10153,checkout,
2019-09-02 08:33:00,10154,spices,drinks
2019-09-02 08:33:00,10156,checkout,
2019-09-02 08:33:00,10158,drinks,spices
2019-09-02 08:33:00,10159,drinks,fruit
2019-09-02 08:33:00,10160,fruit,drinks
2019-09-02 08:34:00,10109,drinks,fruit
2019-09-02 08:34:00,10147,drinks,checkout
2019-09-02 08:34:00,10150,drinks,checkout
2019-09-02 08:34:00,10151,fruit,checkout
2019-09-02 08:34:00,10159,fruit,spices
2019-09-02 08:34:00,10161,dairy,drinks
2019-09-02 08:34:00,10162,spices,fruit
2019-09-02 08:34:00,10163,drinks,spices
2019-09-02 08:34:00,10164,fruit,dairy
2019-09-02 08:35:00,10144,drinks,checkout
2019-09-02 08:35:00,10150,checkout,
2019-09-02 08:35:00,10157,dairy,checkout
2019-09-02 08:35:00,10158,spices,drinks
2019-09-02 08:35:00,10160,drinks,checkout
2019-09-02 08:35:00,10161,drinks,spices
2019-09-02 08:35:00,10162,fruit,checkout
2019-09-02 08:35:00,10163,spices,dairy
2019-09-02 08:35:00,10165,fruit,dairy
2019-09-02 08:36:00,10133,dairy,spices
2019-09-02 08:36:00,10144,checkout,
2019-09-02 08:36:00,10154,drinks,fruit
2019-09-02 08:36:00,10158,drinks,checkout
2019-09-02 08:36:00,10163,dairy,drinks
2019-09-02 08:36:00,10164,dairy,checkout
2019-09-02 08:37:00,10109,fruit,dairy
2019-09-02 08:37:00,10161,spices,drinks
2019-09-02 08:37:00,10166,dairy,checkout
2019-09-02 08:37:00,10167,spices,dairy
2019-09-02 08:38:00,10147,checkout,
2019-09-02 08:38:00,10154,fruit,drinks
2019-09-02 08:38:00,10157,checkout,
2019-09-02 08:38:00,10159,spices,drinks
2019-09-02 08:38:00,10162,checkout,
2019-09-02 08:38:00,10167,dairy,fruit
2019-09-02 08:38:00,10168,drinks,spices
2019-09-02 08:39:00,10109,dairy,spices
2019-09-02 08:39:00,10151,checkout,
2019-09-02 08:39:00,10161,drinks,spices
2019-09-02 08:39:00,10167,fruit,dairy
2019-09-02 08:39:00,10169,drinks,spices
2019-09-02 08:40:00,10160,checkout,
2019-09-02 08:40:00,10168,spices,checkout
2019-09-02 08:40:00,10170,fruit,checkout
2019-09-02 08:40:00,10171,spices,dairy
2019-09-02 08:40:00,10172,drinks,spices
2019-09-02 08:40:00,10173,drinks,checkout
2019-09-02 08:40:00,10174,fruit,checkout
2019-09-02 08:41:00,10133,spices,dairy
2019-09-02 08:41:00,10154,drinks,fruit
2019-09-02 08:41:00,10161,spices,dairy
2019-09-02 08:41:00,10164,checkout,
2019-09-02 08:41:00,10167,dairy,drinks
2019-09-02 08:41:00,10168,checkout,
2019-09-02 08:41:00,10171,dairy,checkout
2019-09-02 08:41:00,10175,drinks,checkout
2019-09-02 08:41:00,10176,drinks,fruit
2019-09-02 08:42:00,10163,drinks,checkout
2019-09-02 08:42:00,10165,dairy,drinks
2019-09-02 08:42:00,10167,drinks,spices
2019-09-02 08:42:00,10169,spices,checkout
2019-09-02 08:42:00,10172,spices,dairy
2019-09-02 08:42:00,10175,checkout,
2019-09-02 08:42:00,10176,fruit,checkout
2019-09-02 08:43:00,10154,fruit,spices
2019-09-02 08:43:00,10165,drinks,checkout
2019-09-02 08:43:00,10170,checkout,
2019-09-02 08:43:00,10177,fruit,checkout
2019-09-02 08:43:00,10178,fruit,drinks
2019-09-02 08:43:00,10179,spices,drinks
2019-09-02 08:43:00,10180,fruit,dairy
2019-09-02 08:43:00,10181,fruit,dairy
2019-09-02 08:43:00,10182,dairy,spices
2019-09-02 08:43:00,10183,fruit,checkout
2019-09-02 08:44:00,10109,spices,fruit
2019-09-02 08:44:00,10154,spices,dairy
2019-09-02 08:44:00,10159,drinks,fruit
2019-09-02 08:44:00,10166,checkout,
2019-09-02 08:44:00,10169,checkout,
2019-09-02 08:44:00,10171,checkout,
2019-09-02 08:44:00,10174,checkout,
2019-09-02 08:44:00,10176,checkout,
2019-09-02 08:44:00,10181,dairy,checkout
2019-09-02 08:44:00,10183,checkout,
2019-09-02 08:44:00,10184,drinks,spices
2019-09-02 08:45:00,10109,fruit,spices
2019-09-02 08:45:00,10133,dairy,fruit
2019-09-02 08:45:00,10158,checkout,
2019-09-02 08:45:00,10159,fruit,checkout
2019-09-02 08:45:00,10173,checkout,
2019-09-02 08:45:00,10177,checkout,
2019-09-02 08:45:00,10179,drinks,checkout
2019-09-02 08:45:00,10181,checkout,
2019-09-02 08:45:00,10182,spices,dairy
2019-09-02 08:45:00,10184,spices,drinks
2019-09-02 08:46:00,10109,spices,drinks
2019-09-02 08:46:00,10133,fruit,checkout
2019-09-02 08:46:00,10154,dairy,checkout
2019-09-02 08:46:00,10159,checkout,
2019-09-02 08:46:00,10161,dairy,checkout
2019-09-02 08:46:00,10172,dairy,checkout
2019-09-02 08:46:00,10178,drinks,checkout
2019-09-02 08:46:00,10179,checkout,
2019-09-02 08:46:00,10182,dairy,checkout
2019-09-02 08:46:00,10184,drinks,fruit
2019-09-02 08:46:00,10185,dairy,checkout
2019-09-02 08:46:00,10186,dairy,fruit
2019-09-02 08:46:00,10187,drinks,spices
2019-09-02 08:47:00,10133,checkout,
2019-09-02 08:47:00,10161,checkout,
2019-09-02 08:47:00,10167,spices,fruit
2019-09-02 08:47:00,10184,fruit,checkout
2019-09-02 08:47:00,10188,fruit,checkout
2019-09-02 08:47:00,10189,dairy,spices
2019-09-02 08:47:00,10190,spices,dairy
2019-09-02 08:47:00,10191,dairy,drinks
2019-09-02 08:48:00,10109,drinks,checkout
2019-09-02 08:48:00,10167,fruit,drinks
2019-09-02 08:48:00,10184,checkout,
2019-09-02 08:48:00,10187,spices,dairy
2019-09-02 08:48:00,10189,spices,drinks
2019-09-02 08:48:00,10190,dairy,checkout
2019-09-02 08:48:00,10192,dairy,drinks
2019-09-02 08:48:00,10193,drinks,checkout
2019-09-02 08:48:00,10194,drinks,checkout
2019-09-02 08:48:00,10195,dairy,fruit
2019-09-02 08:49:00,10178,checkout,
